9.595258297037085882e-01	3.032780994973901774e-04	8.343830092797087936e-04	2.406320067327935228e-02	2.939532183152063303e-03	7.928937941458966826e-03	1.477311193910906461e-03	1.528124257795372351e-03	8.352524999502842747e-04	5.641504379670629231e-04
9.952892878704713286e-01	1.621995625791620445e-04	3.861678146577616913e-04	7.011124520661940951e-04	1.064089217369463191e-04	2.671351063421266697e-03	1.305621570966962756e-04	5.926965513832560615e-05	3.617900915126461654e-04	1.318504113194310769e-04
1.711880956933633513e-01	7.559130518126751198e-04	1.801700169311277328e-02	3.752206586097693499e-03	6.817556774027710986e-01	1.609487447762253734e-02	6.726418027206078343e-02	6.057065286735351974e-03	2.035838052481575393e-03	3.307914748394207710e-02
3.594783004137138815e-03	9.050264481713653263e-04	2.212483673539815399e-03	2.958194814541260757e-03	4.074718114082187016e-03	1.297844264070168981e-03	8.356859623732706662e-04	9.370835894985726907e-04	9.524089034836372702e-01	3.077527664594906578e-02
4.699994068303957849e-03	1.052853460496688386e-03	2.815041075337302700e-03	1.135359880799087506e-02	3.705749058381745554e-03	2.592022519256853563e-02	3.599000585675522605e-03	1.359807675429948936e-03	9.435767736932444416e-01	1.916956382570862618e-03
2.466382475993248932e-02	8.637589902427810634e-04	1.208248128374084024e-03	1.336474265165884558e-02	5.957108607291712599e-04	9.235079689243530510e-01	2.438403877622273910e-03	5.832834441926997449e-04	3.148203611543145403e-02	1.292022247463034748e-03
4.886043917171710828e-04	3.224910330608321747e-04	2.633432988871295399e-03	8.706656357723189729e-04	9.731775560280939708e-01	5.364083994413823596e-04	1.024784258919251428e-03	7.674136111738270351e-04	6.889428305748404634e-04	1.948970082237525339e-02
4.162556337145459861e-04	5.853561799553478077e-04	5.282727532540776316e-03	2.379610625774371876e-03	1.113633822088590502e-03	8.124854129136660930e-04	5.075092226522522759e-04	3.209883507048931234e-03	9.836105363719293004e-01	2.082001691382120382e-03
4.520231437606025081e-04	1.212518178231643414e-04	2.318928977721361007e-04	6.943440873250740974e-04	3.149696594820748652e-03	1.352893776333276071e-03	2.115550471199990814e-04	9.844176814307190604e-01	2.168832974562172268e-04	9.151777906869856816e-03
1.850814651565382699e-03	2.685617225935039726e-03	2.476845119122832780e-03	7.696716527158192767e-01	8.887095428211767498e-03	1.657303860569007692e-01	7.116938835868383793e-03	1.987964363374291211e-03	3.382971912874923465e-02	5.762966474453038931e-03
2.329703046945164578e-03	1.363241780180811944e-03	1.319523116255718991e-03	8.934027078041740372e-03	3.150304844727786456e-03	9.197355077114617306e-01	8.842675566938101861e-04	1.068299701260946866e-03	4.658994717717337281e-02	1.462517798725900854e-02
4.483590882684871997e-04	7.526229833699441679e-04	1.438167377148631297e-03	3.184952618232777481e-03	9.303846750012040312e-01	8.301087561811893627e-04	6.198158061117631842e-04	4.917326635316401559e-03	3.362681623690350844e-03	5.406129011047654948e-02
1.422197377496423488e-03	7.925003617510120854e-04	1.201737156563998559e-03	1.850551440760451766e-03	2.252700833816933534e-01	1.166819581785370893e-03	2.039354859404519070e-03	5.815738237970851342e-03	1.292484910962929563e-02	7.475161684929447770e-01
1.173834334978546756e-03	2.180703680039528143e-03	9.342433955998514783e-01	1.884822889555308120e-02	1.516048076405979942e-03	1.278137744151633262e-03	1.865318222616688462e-03	2.925057128374158530e-03	3.458153773238103329e-02	1.387738585647730087e-03
1.145764132319178471e-03	2.424881309234553316e-04	4.630144585719034138e-03	6.544598426616765781e-04	5.266899399813646616e-04	5.215719704703640665e-03	9.854986644846625010e-01	3.133938736957386675e-04	1.544145587265950519e-03	2.285297180676107366e-04
1.133115078949861266e-03	2.995679109313407616e-04	8.257992644387521231e-03	9.884188510286709504e-04	3.051034185083346863e-03	4.751543105765621737e-04	9.714679401139865167e-01	5.866663635099733263e-04	5.416973563781458424e-03	8.323136977764761593e-03
9.895534038732748394e-01	7.369475779974843778e-05	6.127075120774973628e-04	3.879503138353586041e-04	4.524537479786107028e-04	4.831545622374861307e-03	9.407249095608195800e-05	2.450968788922952991e-04	4.059515064825886606e-04	3.343123296327805537e-03
5.994572059176956833e-03	9.767753332249462864e-03	3.604325800896038962e-03	6.651659213277358873e-01	5.450903845967173048e-03	2.811466749139217569e-01	7.680783323739038236e-03	4.892509038698626515e-03	7.446382884745412004e-03	8.850173472869628244e-03
9.709608522050453550e-01	1.280102227712054158e-04	6.002738313907654945e-04	5.279995208899898032e-04	5.991910799627809744e-04	2.548179515228432904e-02	4.679617549284095269e-04	4.086836039625430265e-04	3.145388170322677992e-04	5.106938117321953470e-04
5.358234054067015917e-01	6.347868619488055905e-03	2.554667019390981231e-02	8.345894893811797721e-02	7.477989231360015338e-03	2.871480288745993370e-01	1.523671118816942449e-02	8.049515744565924683e-03	2.150531564822532812e-02	9.405546154862590505e-03
2.916836097696909064e-03	1.586188263635081308e-04	9.916507274111187042e-01	1.249581526706646005e-03	2.911083973515767097e-04	1.890234091017414385e-04	2.744001098630742715e-03	1.731698682248498521e-04	4.134862131265176462e-04	2.134471516786962868e-04
1.559524949260542633e-03	3.920042866857244290e-03	1.433510390736439377e-02	2.561300306853520753e-02	1.525548942211639447e-02	4.615382276338795067e-03	4.461100134695896759e-03	8.857248363201586372e-01	3.996685210829641760e-03	4.051883184384338227e-02
6.888017520012192779e-04	8.418290981457273725e-01	8.061917541355020922e-02	7.257618566962990847e-03	6.293730202273480068e-03	2.946069340687457357e-03	4.798853434343342168e-03	4.480970187240795877e-02	8.779866927392203715e-03	1.977084344653826358e-03
6.328769463010013073e-04	2.745643793239392659e-04	1.035013878270152994e-03	6.758144112243240744e-04	3.619941083384728810e-04	7.039273754099193217e-04	2.171973580830775406e-04	9.882966034431884816e-01	4.366279430353683607e-04	7.365380156825219841e-03
9.651685073989895169e-01	2.776439139387946510e-04	9.475513486521213152e-04	1.034324323118294368e-03	8.283708520125157007e-04	1.603700554635187694e-02	3.958183701755179349e-04	2.576923011431636948e-04	1.396392585545462757e-02	1.089160090163552013e-03
2.234040895126400417e-02	3.702818338288363549e-03	5.459091852381212084e-02	2.252279649652573768e-01	6.251595829877594143e-03	5.774561718304507124e-02	3.042232477092429374e-02	3.854060515243295810e-03	5.677072153195998894e-01	2.815707560268791362e-02
2.210660666449135875e-04	9.926946518976035305e-01	7.492277774972576441e-04	1.416382207394607665e-03	2.839362251681354257e-04	1.216030320651429342e-03	1.955825824059970880e-03	4.969236144769349642e-04	5.967157785349405576e-04	3.692402879684072666e-04
3.320593586220166858e-04	9.951280048943735856e-01	2.799957696587669002e-04	8.654532824551142796e-04	1.626281335127676840e-04	1.195121701221877816e-03	1.054583487241093388e-03	3.066566217093849686e-04	4.223517793630667677e-04	2.531449718424594948e-04
6.077289093927575395e-03	5.138952966063607816e-04	7.020810744395371457e-03	9.768475490996326727e-01	7.991065223586023931e-04	1.924810275670428214e-03	5.236703835107642214e-04	6.691349889850131813e-04	4.557051107269883411e-03	1.066682487643404826e-03
1.036348411753004826e-03	3.235355097519958343e-03	1.068368740245766169e-02	2.247246351224193792e-02	4.049628975644457007e-01	1.739229264225506527e-02	4.457734837073274933e-03	2.631342099770972442e-02	2.473211107776143031e-02	4.847136884567822546e-01
2.500638911931489755e-04	1.990659638070702377e-04	9.838143904124558858e-01	1.053536235033498188e-03	2.578362737518368484e-04	2.460362606568329644e-04	4.839545330580775863e-04	2.528836731578429690e-04	1.314446016786924298e-02	2.977725890164131936e-04
2.468732476223924185e-04	2.149679610529009336e-04	2.330967748630932506e-04	5.388279324193426603e-04	9.907485114270300208e-01	2.182388409160154166e-04	2.335806006515041982e-04	1.322841612196468380e-03	1.850690875616857554e-03	4.392370727631456431e-03
1.550436079213049836e-02	7.941075790383457598e-04	2.713152735933551003e-03	4.276166023096285816e-03	2.109536923353035488e-03	9.606072617528981228e-01	1.068307368402549680e-03	2.004237194726385916e-03	6.342655435830687506e-03	4.580214194590630054e-03
1.081736113676578809e-03	7.776417142760635656e-04	1.339416814779500770e-03	1.619146120820127033e-03	9.699147597765503948e-01	9.769631535393016788e-04	7.293465650767316831e-04	3.118317313583371300e-03	2.403931275428718671e-03	1.803874115226937469e-02
6.005566374009683843e-03	2.700192990144273993e-03	3.424244135946083456e-02	5.575239857700301470e-03	4.014697848622096887e-01	1.807543497117316406e-02	5.890571002448541371e-02	1.716549466983244634e-02	2.580951408125803023e-02	4.300506208097260030e-01
7.999082052624052438e-05	9.971594049230944057e-01	3.196609774813638483e-04	3.024532668075806396e-04	1.984189078028596414e-04	6.529063737269500756e-04	2.350020819799153123e-04	6.486419088170761052e-04	2.881598117479857411e-04	1.153609280155027615e-04
9.968609901961983377e-01	9.083368980317079009e-05	3.486866499687929955e-04	6.175679021641076246e-05	1.422726166528597523e-04	7.089881804592959667e-04	6.722205179644093849e-04	8.512420181660665982e-05	9.450010807270501538e-04	8.412607619285919209e-05
1.173834334978546756e-03	2.180703680039528143e-03	9.342433955998514783e-01	1.884822889555308120e-02	1.516048076405979942e-03	1.278137744151633262e-03	1.865318222616688462e-03	2.925057128374158530e-03	3.458153773238103329e-02	1.387738585647730087e-03
2.504917847231500402e-03	5.965752261122912736e-03	5.192164496841709248e-03	7.212168841377719630e-01	3.444072792615746319e-03	2.342468732454814906e-01	7.686752469821385610e-03	6.829232273149736521e-03	8.274196266833296065e-03	4.639154209130307190e-03
2.536229160563049814e-04	9.888485240911226715e-01	7.285036215586123331e-04	6.967045081681387834e-04	7.007156385118518734e-04	6.099874869865410526e-03	1.298879852854068363e-03	5.015682137734776315e-04	5.801335396350132531e-04	2.914727484543502855e-04
3.419904237563861638e-02	8.245578269205101072e-04	7.144434429700086131e-03	3.222603594450354058e-03	6.487710143855824653e-03	2.580567878911685809e-03	1.012937034947677560e-03	1.010427677045180276e-03	9.345887526230253206e-01	8.928966415504818038e-03
2.948479934181257381e-02	1.793585514153789090e-03	1.540396378785811003e-02	2.741302618095110485e-02	2.998484561364084169e-03	1.102067424635661819e-01	8.035585857846455626e-01	2.162211067493225239e-03	5.049611322431866653e-03	1.928989975723403643e-03
9.372788595648449128e-01	6.215908472976104269e-04	2.547457580029810140e-03	5.554909308504950988e-03	4.151418413345586526e-03	2.717399382427250834e-02	1.790423433647722520e-03	8.163518166385856298e-04	1.502712484030605151e-02	5.037870371111996884e-03
1.803172380190468105e-03	3.638132362813267470e-04	3.248239843060808218e-03	9.833198367754014679e-01	1.481277409068480289e-03	1.971360144541999589e-03	5.599272452060868746e-04	6.582093796012562304e-04	6.160228901615698131e-03	4.339346850321475126e-04
9.968609901961983377e-01	9.083368980317079009e-05	3.486866499687929955e-04	6.175679021641076246e-05	1.422726166528597523e-04	7.089881804592959667e-04	6.722205179644093849e-04	8.512420181660665982e-05	9.450010807270501538e-04	8.412607619285919209e-05
3.176706807914285446e-03	3.547708202942845800e-03	3.949549175589744943e-02	9.154628275251515124e-01	1.108005735645620823e-03	2.046317198218589040e-02	2.301869058699197636e-03	6.056572126503600648e-03	4.395284527725588225e-03	3.992362277334274637e-03
2.875268231086375650e-02	3.894827260570432863e-04	2.650089785396925537e-02	7.910970813933275621e-04	2.268389028960883600e-03	9.706677369712410136e-04	9.312537475145502563e-01	3.446490601282603755e-04	6.210399239717303860e-04	8.107346763134406012e-03
7.706924257168568972e-03	4.889223166252845525e-03	4.913075832138750765e-01	1.625141480677693706e-01	2.646413056334881008e-03	2.601470473123615196e-03	2.230843857028017279e-03	3.861693601735703002e-02	2.838450666250785792e-01	3.641391266011999219e-03
6.891902172601713401e-04	3.470717784561250393e-04	4.907460974813426802e-03	8.092343768519992975e-04	6.024565912091931451e-03	3.505662903923818167e-04	9.771505857912836657e-01	1.818353019253800143e-03	7.440541271449216138e-04	7.158917512451430133e-03
3.314592653319002624e-04	3.760002632844052146e-04	6.401084088852373186e-04	1.374835535976488485e-03	9.177356875080405763e-01	1.540517359522627959e-03	4.586447202760799043e-04	2.198706193748572232e-03	1.956855672943508175e-03	7.338718507199044894e-02
1.230115733221949243e-03	1.783788030167635661e-03	1.571846651346648933e-03	2.537708149667419581e-03	1.690383189369615569e-01	5.749219371787556328e-03	1.300335502926609115e-03	1.084690758709044855e-02	2.754587371503430457e-02	7.783958863217959045e-01
1.565152329502736504e-03	4.718028063992004599e-04	8.609712807793825154e-03	2.931363947162816692e-03	3.136026568926058439e-02	9.749622961316001951e-03	9.207409007823518232e-01	8.687904454713693547e-04	1.558335262015384318e-02	8.119035610587709006e-03
1.115379516448596211e-04	8.522483489137303221e-05	4.408213684429146189e-04	4.225356731495376089e-04	4.286611012118203318e-04	3.994237860411512095e-04	8.436989829059261771e-05	9.928795841167686875e-01	1.208357560950890899e-04	5.027005513463948631e-03
2.377090363504183457e-03	3.425079050269378214e-03	3.423326878147062158e-02	5.739960956168402295e-02	3.917904494434887308e-02	2.991039833414893545e-03	5.751392402263323482e-03	1.107883773903893879e-02	8.187101534291140181e-01	2.485448389489179621e-02
7.867877372872272021e-04	1.051792642732061979e-03	9.230741184192252646e-01	3.044882125609824682e-03	5.612071791177664993e-04	1.515159788311545245e-03	6.286384210955840712e-02	4.022442749190302883e-03	2.505733126720532077e-03	5.740341222472521024e-04
2.774985012461171955e-04	9.306978955094702584e-04	1.516099613666223658e-03	1.577796267032036820e-02	1.524104043775506524e-03	9.474924097168299902e-04	6.060920573825710495e-04	9.525925512046484744e-01	1.524520236291363991e-03	2.430298136744293847e-02
7.824204654467188528e-04	9.238270275483236515e-04	1.275762994198452243e-03	1.292814698942005170e-03	6.800499907318708443e-04	2.842733110614453426e-03	9.426267979012391230e-04	5.326732669551236974e-04	9.896069379435054048e-01	1.120153704156363244e-03
1.160021578062182796e-04	9.957777112192991442e-01	7.740344894404585898e-04	6.676314385008177065e-04	1.250389385297644076e-04	1.004257463558476263e-03	3.874925709344622738e-04	6.001962735075129680e-04	3.365763814388029584e-04	2.110590669843957995e-04
1.335266405606930305e-03	3.151466291916615349e-03	6.792546237445123460e-03	3.099531192268589197e-01	1.885044103982708510e-03	3.745443923719089102e-02	8.170038247821308957e-04	6.993505833554078746e-03	6.227614254832285479e-01	8.856183355433960153e-03
1.230639467889624349e-03	2.282626329092690004e-03	3.370057054052817431e-03	1.947155118626281087e-02	3.461537977998649374e-02	6.830851781588563598e-02	1.781718222723456709e-03	2.361893544362421785e-02	2.978335247116355861e-02	8.155372222293186812e-01
2.990122471585031664e-04	1.311366336069819170e-04	3.995363618323880851e-03	1.285347336488526547e-03	3.419219999492689710e-04	1.367536705159468394e-04	1.433091944952700071e-04	9.926114633162711476e-01	2.303961031697723751e-04	8.252958800209493195e-04
1.078134560558391766e-04	1.251614043255708437e-04	4.357720121235377571e-04	4.580018780391950975e-04	4.359215626746238293e-04	1.466032472567043474e-04	6.372249787681214927e-05	9.966591591138331818e-01	1.343871931963261238e-04	1.433457634618374738e-03
3.529947904933639926e-04	5.588127522404643657e-04	9.213288326660310813e-04	9.582627267179681940e-01	5.795384772237840293e-04	1.659705604442958393e-03	3.467723134214247926e-04	3.983059739050749150e-04	3.260802313473652736e-02	4.311791402902146256e-03
1.209204298992292981e-01	4.203387612922689434e-03	2.697780318249490827e-01	2.978480927114643406e-01	8.178778145683379686e-03	8.918341766630011325e-02	6.375036506108306029e-03	1.327802417898483155e-02	1.417003239853510503e-02	1.760647690558228562e-01
