5.000000000000000000e+00	1.230242968069416776e+02	-3.542401642272263302e+02	-8.122581060937067221e+00	-5.115754460395833689e+02	-9.324675341868594103e+01	-2.974771772573963631e+02	-1.646823516912405694e+02	-5.164479782927186591e+01	3.549066825588433858e+02	2.058106165324542758e+02
0.000000000000000000e+00	1.046284946402403193e+03	-3.515024403186748145e+02	-4.395550555353522668e+02	-3.901648042207751814e+02	8.430454851353812273e+02	-2.382794427156163692e+02	7.153377921636921144e+01	1.615572065279752110e+02	-1.211787589840564863e+02	7.886151965971643563e+01
4.000000000000000000e+00	-6.533536111941832303e+01	4.391287660590110704e+02	3.038965997696950012e+02	4.364426780291818204e+02	2.877470695231814375e+02	9.183911989480087357e+01	8.812687852569489451e+02	-3.801728251102946388e+02	1.361600091952272749e+02	-1.190042565369874836e+02
1.000000000000000000e+00	-8.881846969978580546e+02	-5.897224146068449500e+02	-1.522240339726839693e+02	1.028164922876895986e+02	2.217132496589402422e+02	7.185749566073826600e+02	2.758416021907410709e+02	4.062597952528668799e+01	-3.865356882044611666e+02	-1.113737789092556056e+02
9.000000000000000000e+00	-3.640657688888771304e+02	7.156990377859162891e+02	-1.870728210566314331e+01	-2.508795895396471849e+02	-1.238667842263534027e+02	3.016245198593384202e+01	1.007858338832096337e+02	3.783851384887129825e+02	-3.181921219598805806e+02	8.471498728646884047e+01
2.000000000000000000e+00	1.765200844611272259e+02	1.954553640673427708e+02	-5.597398879442166617e+02	1.228897466513618326e+02	-1.876621979063315848e+02	4.163148060407644948e+02	-4.176047088373980642e+01	-1.027944883395227862e+02	1.299023001860429538e+01	5.307127178590825167e+01
1.000000000000000000e+00	-7.049899917066484250e+02	-1.260718577044094246e+02	2.528322976395061517e+02	6.711815071177008463e+01	2.138676459016749476e+01	-5.874087796242783952e+02	-2.110764925192596593e+02	1.609602608684949132e+02	3.062880505664927568e+02	5.562322739168910175e+02
3.000000000000000000e+00	4.972521694366778320e+02	-4.123467911754431157e+02	-1.929933151158849469e+01	-8.236261026089728148e+02	-7.675369281314093541e+02	4.842766406072171890e+02	5.064059948714819370e+02	-1.420839558217329284e+02	4.043079974916321930e+02	1.200277606432581337e+02
1.000000000000000000e+00	-8.482269133035397317e+02	-2.097191695032899617e+01	1.818362831586476887e+02	4.348518472595164042e+01	4.054249518523728284e+02	-5.151826816809365255e+02	8.583564705157053609e+00	2.253799750352645219e+02	2.835370983037099109e+02	3.874685060379918582e+02
4.000000000000000000e+00	-2.814882311878937458e+02	5.038788151472388108e+02	-6.843809769955098545e+02	1.317434492609993413e+02	6.021765827043335406e+01	6.197622968396834153e+01	5.006878495260544923e+02	-6.227310563809391653e+01	9.932243715953336505e+01	-3.684229988729373986e+02
3.000000000000000000e+00	-1.297325402416702786e+02	-7.207849745083721018e+02	1.456211192118551594e+02	-6.688895833830151787e+02	-4.487772518031006257e+02	-4.072954902707638212e+02	-3.412406276567642749e+02	-4.893931776583512487e+02	1.556846287358914935e+02	1.925298601967707555e+02
5.000000000000000000e+00	-6.467254490438598395e+02	-1.735869920454639725e+02	-1.753060920678530010e+02	4.040443401662133738e+02	6.166172284067957889e+02	2.448734136614362455e+02	2.943788964357560758e+02	-6.760586059109905932e+01	-1.074612487902155635e+02	5.406461675983010906e+01
3.000000000000000000e+00	2.111902389517437371e+02	-8.570552297183587598e+02	1.041414151617449988e+03	-2.709693604658544928e+02	-3.389455052111654254e+02	-2.270423272625492928e+02	-7.545531984102798617e+01	-2.893052048043435320e+02	-3.485821052450788784e+02	-3.854738335482504681e+02
6.000000000000000000e+00	2.596199281709363618e+02	1.865524298868577375e+02	-6.253547364800853074e+02	7.193383738006036765e+02	-2.508861494599793218e+02	-3.864723288727465729e+02	-1.765559014702419915e+02	2.536166347478136913e+02	2.393255783863334614e+02	-3.722309466053255278e+02
1.000000000000000000e+00	-8.506150280001803594e+02	-1.471091488993731389e+02	1.552401096198800587e+02	8.821912972867224312e+01	4.130527883635608646e+02	-4.645906060683656165e+02	-6.203004315019261128e+01	3.149881129869692700e+02	2.807271776470962550e+02	1.623264475738501460e+02
